Date,Month,Year,Weekday,Avg Trip Duration,Total Rides,TempHighF,TempAvgF,DewPointHighF,DewPointAvgF,WindHighMPH,WindAvgMPH,PrecipitationSumInches,Events,PrecipBins
2017-05-17,5,2017,2,26.837,381,90,80,74,69,14,5,0.12,Rain,0.1-0.5
2017-05-18,5,2017,3,25.439,528,94,84,73,71,20,10,0.005,Sunny,0.1-0.5
2017-05-19,5,2017,4,33.385,712,95,85,71,69,18,9,0.0,Sunny,0
2017-05-20,5,2017,5,42.038999999999994,665,84,75,71,67,15,4,1.22,"Rain , Thunderstorm",0.5-2
2017-05-21,5,2017,6,38.1,677,78,70,67,61,14,6,0.67,"Rain , Thunderstorm",0.5-2
2017-05-22,5,2017,0,25.374000000000002,540,77,69,65,62,9,4,0.02,Rain,0.1-0.5
2017-05-23,5,2017,1,21.221,366,86,72,65,62,21,5,0.07,"Rain , Thunderstorm",0.1-0.5
2017-05-24,5,2017,2,23.301,578,87,72,55,49,12,5,0.0,Sunny,0
2017-05-25,5,2017,3,28.337,638,94,78,70,60,17,7,0.0,Sunny,0
2017-05-26,5,2017,4,31.204,716,92,84,75,72,13,6,0.0,Sunny,0
2017-05-27,5,2017,5,41.94,1226,97,87,76,74,15,7,0.01,Rain,0.1-0.5
2017-05-28,5,2017,6,40.311,1051,94,80,73,71,18,4,0.47,"Rain , Thunderstorm",0.1-0.5
2017-05-29,5,2017,0,40.403,828,88,78,69,67,8,2,0.0,Sunny,0
2017-05-30,5,2017,1,28.396,568,88,78,68,66,8,2,0.0,Sunny,0
2017-05-31,5,2017,2,24.584,483,85,77,70,68,17,2,0.02,Rain,0.1-0.5
2017-06-01,6,2017,3,27.118000000000002,499,89,78,71,68,10,4,0.0,Sunny,0
2017-06-02,6,2017,4,37.546,590,92,83,72,71,12,5,0.005,Sunny,0.1-0.5
2017-06-03,6,2017,5,37.575,826,92,82,73,71,12,4,0.24,"Rain , Thunderstorm",0.1-0.5
2017-06-04,6,2017,6,45.983999999999995,505,91,80,71,69,12,1,0.17,"Rain , Thunderstorm",0.1-0.5
2017-06-05,6,2017,0,25.236,424,90,78,70,68,25,3,1.39,"Fog , Rain , Thunderstorm",0.5-2
2017-06-06,6,2017,1,29.065,524,92,81,70,66,14,5,0.0,Sunny,0
2017-06-07,6,2017,2,24.979,521,95,83,68,62,9,3,0.0,Sunny,0
2017-06-08,6,2017,3,26.124000000000002,548,93,83,68,66,9,4,0.0,Sunny,0
2017-06-09,6,2017,4,37.176,619,90,82,71,69,13,6,0.0,Sunny,0
2017-06-10,6,2017,5,37.148,953,93,82,69,65,14,6,0.0,Sunny,0
2017-06-11,6,2017,6,37.061,661,93,83,70,68,13,7,0.0,Sunny,0
2017-06-12,6,2017,0,31.483,526,94,85,72,68,15,7,0.005,Rain,0.1-0.5
2017-06-13,6,2017,1,24.061,423,98,87,73,71,18,7,0.0,Sunny,0
2017-06-14,6,2017,2,30.084,534,96,87,74,71,14,8,0.0,Sunny,0
2017-06-15,6,2017,3,26.916999999999998,436,99,88,74,71,13,7,0.0,Sunny,0
2017-06-16,6,2017,4,26.351,575,98,88,73,70,16,7,0.0,Sunny,0
2017-06-17,6,2017,5,42.628,693,101,89,75,72,15,8,0.0,Sunny,0
2017-06-18,6,2017,6,38.372,460,100,89,74,71,13,7,0.0,Sunny,0
2017-06-19,6,2017,0,24.38,424,92,84,74,72,13,4,0.01,"Rain , Thunderstorm",0.1-0.5
2017-06-20,6,2017,1,27.198,405,98,87,72,69,10,5,0.0,Sunny,0
2017-06-21,6,2017,2,21.396,336,97,86,72,64,14,6,0.0,Sunny,0
2017-06-22,6,2017,3,24.399,431,99,88,72,67,10,5,0.0,Sunny,0
2017-06-23,6,2017,4,28.379,522,104,91,75,72,14,7,0.0,Sunny,0
2017-06-24,6,2017,5,46.718999999999994,868,85,79,76,71,13,5,0.14,Rain,0.1-0.5
2017-06-25,6,2017,6,36.874,641,90,83,74,71,13,5,0.02,Rain,0.1-0.5
2017-06-26,6,2017,0,25.331999999999997,428,91,82,74,72,15,2,1.07,"Rain , Thunderstorm",0.5-2
2017-06-27,6,2017,1,28.25,448,91,81,74,72,20,3,0.01,Rain,0.1-0.5
2017-06-28,6,2017,2,31.796,455,92,82,72,70,10,4,0.0,Sunny,0
2017-06-29,6,2017,3,26.284000000000002,377,99,87,75,73,13,6,0.0,Sunny,0
2017-06-30,6,2017,4,29.548000000000002,456,98,89,75,73,16,8,0.0,Sunny,0
2017-07-01,7,2017,5,55.98,697,98,89,76,72,15,7,0.005,Sunny,0.1-0.5
2017-07-02,7,2017,6,42.783,811,100,89,75,72,14,6,0.0,Sunny,0
2017-07-03,7,2017,0,39.654,787,99,88,74,71,13,7,0.0,Sunny,0
2017-07-04,7,2017,1,35.177,733,101,90,74,72,13,7,0.0,Sunny,0
2017-07-05,7,2017,2,32.588,408,99,89,74,70,13,6,0.0,Sunny,0
2017-07-06,7,2017,3,28.808000000000003,411,100,89,74,71,12,4,0.0,Thunderstorm,0
2017-07-07,7,2017,4,22.336,411,99,87,74,71,15,3,0.02,"Rain , Thunderstorm",0.1-0.5
2017-07-08,7,2017,5,34.647,623,100,88,71,67,9,3,0.0,Thunderstorm,0
2017-07-09,7,2017,6,27.298000000000002,443,101,89,71,67,12,4,0.0,Sunny,0
2017-07-10,7,2017,0,21.416999999999998,396,100,88,72,65,12,5,0.0,Sunny,0
2017-07-11,7,2017,1,26.278000000000002,407,101,89,73,69,14,7,0.0,Sunny,0
2017-07-12,7,2017,2,26.166999999999998,515,101,89,73,70,13,6,0.0,Sunny,0
2017-07-13,7,2017,3,26.533,443,102,90,74,70,10,3,0.0,Sunny,0
2017-07-14,7,2017,4,37.249,497,101,89,74,69,15,4,0.0,Sunny,0
2017-07-15,7,2017,5,39.361,468,103,87,73,70,23,3,0.16,"Rain , Thunderstorm",0.1-0.5
2017-07-16,7,2017,6,39.376,471,99,84,71,69,12,3,0.0,Sunny,0
2017-07-17,7,2017,0,26.906,413,98,88,75,71,16,3,0.005,"Rain , Thunderstorm",0.1-0.5
2017-07-18,7,2017,1,29.95,404,100,88,74,70,14,5,0.0,Sunny,0
2017-07-19,7,2017,2,20.202,317,101,89,74,70,18,5,0.0,Sunny,0
2017-07-20,7,2017,3,27.445,375,103,90,75,69,14,5,0.0,Sunny,0
2017-07-21,7,2017,4,24.164,439,104,91,74,68,14,5,0.005,Sunny,0.1-0.5
2017-07-22,7,2017,5,43.187,599,103,90,74,68,13,6,0.0,Sunny,0
2017-07-23,7,2017,6,41.372,438,103,90,74,71,13,4,0.04,"Rain , Thunderstorm",0.1-0.5
2017-07-24,7,2017,0,24.058000000000003,396,102,89,75,71,13,3,0.01,"Rain , Thunderstorm",0.1-0.5
2017-07-25,7,2017,1,20.02,455,103,91,75,71,15,7,0.0,Sunny,0
2017-07-26,7,2017,2,20.793000000000003,381,103,91,75,70,15,6,0.005,Sunny,0.1-0.5
2017-07-27,7,2017,3,26.619,370,103,89,71,67,12,5,0.0,Sunny,0
2017-07-28,7,2017,4,28.689,402,105,91,71,64,14,5,0.0,Sunny,0
2017-07-29,7,2017,5,43.075,425,107,92,72,64,12,4,0.0,Sunny,0
2017-07-30,7,2017,6,41.647,365,106,93,70,68,13,4,0.0,Sunny,0
2017-07-31,7,2017,0,21.154,344,99,88,66,61,12,4,0.0,Sunny,0
